,Type,"City,Town,Ward,Village",Area,Nearest stationFName,Nearest stationFDistance(minute),Layout,Area(m^2),Year of construction,Building structure,Use,City Planning,Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Transaction period,Renovation,Transaction-price(total)
989,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,1K,20,2005,SRC,Other,Commercial Zone,80.0,600.0,1st quarter 2020,Done,23000000
990,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),4,1K,20,2010,RC,Other,Commercial Zone,80.0,400.0,1st quarter 2020,Unknown,24000000
991,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),4,2DK,60,2000,RC,Other,Commercial Zone,80.0,400.0,1st quarter 2020,Not yet,53000000
992,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,2LDK,55,2001,SRC,Other,Commercial Zone,80.0,600.0,1st quarter 2020,Not yet,49000000
993,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),8,1K,25,2018,RC,House,Neighborhood Commercial Zone,80.0,400.0,1st quarter 2020,Not yet,35000000
994,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,1K,20,2002,RC,Other,Commercial Zone,80.0,400.0,1st quarter 2020,Unknown,21000000
995,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),8,2LDK,55,2002.0,Unknown,Other,Neighborhood Commercial Zone,80.0,400.0,1st quarter 2020,Done,50000000
996,Residential Land(Land Only),Toshima Ward,Kitaotsuka,Otsuka (Tokyo),7,Unknown,50,2002.0,Unknown,Other,Category I Residential Zone,60.0,300.0,4th quarter 2019,Unknown,43000000
997,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,1K,25,2018,RC,House,Commercial Zone,80.0,400.0,4th quarter 2019,Unknown,32000000
998,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),6,1K,20,2003,SRC,Other,Commercial Zone,80.0,600.0,4th quarter 2019,Not yet,19000000
999,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),4,1R,35,2003,RC,House,Category I Residential Zone,60.0,300.0,4th quarter 2019,Not yet,20000000
1000,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,3LDK,75,2001,SRC,House,Commercial Zone,80.0,600.0,4th quarter 2019,Not yet,58000000
1001,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),6,3LDK,65,2017,RC,House,Commercial Zone,80.0,400.0,4th quarter 2019,Not yet,76000000
1002,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,1K,20,2005,SRC,House,Commercial Zone,80.0,600.0,4th quarter 2019,Not yet,22000000
1003,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,1K,25,2018,RC,House,Commercial Zone,80.0,400.0,4th quarter 2019,Not yet,36000000
1004,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,1K,25,2018,RC,House,Commercial Zone,80.0,400.0,4th quarter 2019,Not yet,36000000
1005,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),4,1DK,35,2003,RC,House,Category I Residential Zone,60.0,300.0,4th quarter 2019,Not yet,25000000
1006,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,1K,20,2010,RC,Other,Commercial Zone,80.0,600.0,4th quarter 2019,Not yet,21000000
1007,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,1K,25,2018,RC,House,Commercial Zone,80.0,400.0,4th quarter 2019,Not yet,35000000
1008,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,1K,25,2018,RC,House,Commercial Zone,80.0,400.0,4th quarter 2019,Not yet,35000000
1009,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,1K,25,2018,RC,House,Commercial Zone,80.0,400.0,4th quarter 2019,Not yet,35000000
1010,Residential Land(Land Only),Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,Unknown,60,2002.0,Unknown,Other,Neighborhood Commercial Zone,80.0,400.0,3rd quarter 2019,Unknown,40000000
1011,Residential Land(Land and Building),Toshima Ward,Kitaotsuka,Otsuka (Tokyo),8,Unknown,55,2019,W,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,3rd quarter 2019,Unknown,62000000
1012,Residential Land(Land Only),Toshima Ward,Kitaotsuka,Otsuka (Tokyo),8,Unknown,55,2002.0,Unknown,Other,Category I Exclusively Medium-high Residential Zone,60.0,300.0,3rd quarter 2019,Unknown,46000000
1013,Residential Land(Land Only),Toshima Ward,Kitaotsuka,Otsuka (Tokyo),8,Unknown,175,2002.0,Unknown,Other,Neighborhood Commercial Zone,80.0,400.0,3rd quarter 2019,Unknown,100000000
1014,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),4,1K,20,2005,RC,House,Category I Exclusively Medium-high Residential Zone,60.0,400.0,3rd quarter 2019,Not yet,21000000
1015,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),6,1K,25,2018,RC,Other,Commercial Zone,80.0,400.0,3rd quarter 2019,Not yet,36000000
1016,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),6,1K,25,2018,RC,Other,Commercial Zone,80.0,400.0,3rd quarter 2019,Not yet,36000000
1017,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,1K,25,2018,RC,House,Commercial Zone,80.0,400.0,3rd quarter 2019,Not yet,36000000
1018,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,1K,25,2018,RC,House,Commercial Zone,80.0,400.0,3rd quarter 2019,Not yet,35000000
1019,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,1K,25,2018,RC,House,Commercial Zone,80.0,400.0,3rd quarter 2019,Unknown,32000000
1020,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),4,1K,20,2004,SRC,House,Commercial Zone,80.0,600.0,3rd quarter 2019,Not yet,21000000
1021,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,1K,20,2005,SRC,Other,Commercial Zone,80.0,600.0,3rd quarter 2019,Done,22000000
1022,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,1K,25,2018,RC,House,Commercial Zone,80.0,400.0,3rd quarter 2019,Not yet,35000000
1023,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,1K,25,2018,RC,House,Commercial Zone,80.0,400.0,3rd quarter 2019,Unknown,35000000
1024,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),4,3LDK,75,2000,RC,House,Commercial Zone,80.0,400.0,3rd quarter 2019,Not yet,69000000
1025,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),4,2LDK,55,2012,RC,Other,Category II Residential Zone,60.0,400.0,3rd quarter 2019,Not yet,60000000
1026,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,1K,25,2019,RC,House,Commercial Zone,80.0,700.0,3rd quarter 2019,Unknown,28000000
1027,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,1K,20,2011,RC,House,Commercial Zone,80.0,700.0,3rd quarter 2019,Not yet,24000000
1028,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),8,1K,25,2018,RC,House,Neighborhood Commercial Zone,80.0,400.0,3rd quarter 2019,Unknown,36000000
1029,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,Unknown,25,2018,RC,House,Commercial Zone,80.0,400.0,3rd quarter 2019,Not yet,34000000
1030,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,1K,20,2005,SRC,House,Commercial Zone,80.0,600.0,3rd quarter 2019,Unknown,22000000
1031,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,1K,20,2011,RC,House,Commercial Zone,80.0,700.0,3rd quarter 2019,Not yet,26000000
1032,Residential Land(Land and Building),Toshima Ward,Kitaotsuka,Otsuka (Tokyo),6,Unknown,75,2019,W,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,2nd quarter 2019,Unknown,78000000
1033,Residential Land(Land and Building),Toshima Ward,Kitaotsuka,Otsuka (Tokyo),6,Unknown,155,1998,W,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,2nd quarter 2019,Unknown,130000000
1034,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),4,2LDK,40,2018,RC,Other,Category I Residential Zone,60.0,300.0,2nd quarter 2019,Not yet,48000000
1035,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),4,3LDK,70,2000,RC,Other,Commercial Zone,80.0,400.0,2nd quarter 2019,Done,73000000
1037,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),7,3LDK,105,1994,RC,Other,Category I Residential Zone,60.0,300.0,2nd quarter 2019,Not yet,55000000
1038,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,1K,25,2018,RC,Other,Commercial Zone,80.0,400.0,2nd quarter 2019,Not yet,36000000
1039,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,1K,25,2018,RC,House,Commercial Zone,80.0,400.0,2nd quarter 2019,Not yet,34000000
1040,Residential Land(Land and Building),Toshima Ward,Kitaotsuka,Otsuka (Tokyo),4,Unknown,75,1989,RC,Office,Commercial Zone,80.0,600.0,1st quarter 2019,Unknown,200000000
1041,Residential Land(Land Only),Toshima Ward,Kitaotsuka,Otsuka (Tokyo),6,Unknown,160,2002.0,Unknown,Other,Neighborhood Commercial Zone,80.0,400.0,1st quarter 2019,Unknown,210000000
1042,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),9,1K,20,2002.0,RC,Other,Neighborhood Commercial Zone,80.0,400.0,1st quarter 2019,Not yet,13000000
1043,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,1K,20,2010,RC,House,Commercial Zone,80.0,600.0,1st quarter 2019,Not yet,22000000
1044,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),7,1DK,25,2018,RC,House,Neighborhood Commercial Zone,80.0,400.0,1st quarter 2019,Unknown,35000000
1045,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),4,Unknown,40,2000,RC,Other,Commercial Zone,80.0,400.0,1st quarter 2019,Not yet,32000000
1046,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),4,1K,20,2010,RC,Other,Commercial Zone,80.0,400.0,1st quarter 2019,Not yet,23000000
1047,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,1K,20,2011,RC,House,Commercial Zone,80.0,700.0,1st quarter 2019,Not yet,25000000
1048,Residential Land(Land and Building),Toshima Ward,Kitaotsuka,Otsuka (Tokyo),3,Unknown,90,1997,SRC,"Office, Shop",Commercial Zone,80.0,600.0,4th quarter 2018,Unknown,300000000
1049,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,1K,20,2001,SRC,Other,Commercial Zone,80.0,600.0,4th quarter 2018,Not yet,16000000
1050,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),6,1K,20,2003,SRC,House,Commercial Zone,80.0,600.0,4th quarter 2018,Not yet,15000000
1051,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),4,2LDK,50,2012,RC,Other,Category II Residential Zone,60.0,400.0,4th quarter 2018,Not yet,55000000
1053,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),6,1K,20,2005,RC,Other,Commercial Zone,80.0,600.0,4th quarter 2018,Not yet,21000000
1054,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),7,Unknown,15,1989,RC,Other,Category I Exclusively Medium-high Residential Zone,60.0,300.0,4th quarter 2018,Not yet,16000000
1055,Residential Land(Land Only),Toshima Ward,Kitaotsuka,Otsuka (Tokyo),9,Unknown,180,2002.0,Unknown,Other,Category I Exclusively Medium-high Residential Zone,60.0,300.0,3rd quarter 2018,Unknown,40000000
1056,Residential Land(Land and Building),Toshima Ward,Kitaotsuka,Otsuka (Tokyo),7,Unknown,90,2006,LS,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,3rd quarter 2018,Unknown,89000000
1057,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),4,1DK,35,2003,RC,Other,Category I Residential Zone,60.0,300.0,3rd quarter 2018,Not yet,29000000
1058,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),4,1K,20,2005,RC,House,Category I Exclusively Medium-high Residential Zone,60.0,400.0,3rd quarter 2018,Unknown,21000000
1059,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),4,1LDK,50,2012,RC,Other,Category II Residential Zone,60.0,400.0,3rd quarter 2018,Not yet,52000000
1060,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),4,3LDK,65,2000,RC,Other,Commercial Zone,80.0,400.0,3rd quarter 2018,Unknown,60000000
1061,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),3,3LDK,25,1982,SRC,Other,Commercial Zone,80.0,700.0,3rd quarter 2018,Not yet,15000000
1062,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),6,1K,20,2003,SRC,Other,Commercial Zone,80.0,600.0,3rd quarter 2018,Not yet,21000000
1063,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),4,1K,20,1998,SRC,Other,Commercial Zone,80.0,400.0,3rd quarter 2018,Not yet,19000000
1064,Residential Land(Land Only),Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,Unknown,150,2002.0,Unknown,Other,Category I Exclusively Medium-high Residential Zone,60.0,300.0,2nd quarter 2018,Unknown,120000000
1065,Residential Land(Land and Building),Toshima Ward,Kitaotsuka,Otsuka (Tokyo),6,Unknown,95,1988,RC,"Housing Complex, Shop",Neighborhood Commercial Zone,80.0,400.0,2nd quarter 2018,Unknown,140000000
1066,Residential Land(Land and Building),Toshima Ward,Kitaotsuka,Otsuka (Tokyo),3,Unknown,150,1989,RC,Other,Commercial Zone,80.0,600.0,2nd quarter 2018,Unknown,350000000
1067,Residential Land(Land and Building),Toshima Ward,Kitaotsuka,Otsuka (Tokyo),3,Unknown,85,1962,RC,"Housing Complex, Office",Commercial Zone,80.0,600.0,2nd quarter 2018,Unknown,80000000
1068,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),4,Unknown,20,2004,SRC,House,Commercial Zone,80.0,600.0,2nd quarter 2018,Unknown,21000000
1069,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),9,2LDK,55,2006,RC,House,Neighborhood Commercial Zone,80.0,400.0,2nd quarter 2018,Not yet,40000000
1070,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),6,1K,20,2005,RC,Other,Commercial Zone,80.0,600.0,2nd quarter 2018,Not yet,22000000
1071,Residential Land(Land Only),Toshima Ward,Kitaotsuka,Otsuka (Tokyo),8,Unknown,50,2002.0,Unknown,Other,Category I Exclusively Medium-high Residential Zone,60.0,300.0,1st quarter 2018,Unknown,39000000
1072,Residential Land(Land Only),Toshima Ward,Kitaotsuka,Otsuka (Tokyo),6,Unknown,75,2002.0,Unknown,Other,Commercial Zone,80.0,400.0,1st quarter 2018,Unknown,38000000
1073,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,1K,20,2011,RC,Other,Commercial Zone,80.0,700.0,1st quarter 2018,Not yet,23000000
1074,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),4,1LDK,45,2000,RC,Other,Commercial Zone,80.0,400.0,1st quarter 2018,Not yet,39000000
1075,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),9,1K,20,2002.0,RC,Other,Neighborhood Commercial Zone,80.0,400.0,1st quarter 2018,Not yet,8400000
1076,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),4,2LDK,60,2003,RC,Other,Category I Residential Zone,60.0,300.0,1st quarter 2018,Not yet,50000000
1077,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),4,1K,20,1998,SRC,Other,Commercial Zone,80.0,400.0,1st quarter 2018,Not yet,19000000
1078,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),4,Unknown,20,2005,RC,Other,Category I Exclusively Medium-high Residential Zone,60.0,400.0,1st quarter 2018,Unknown,22000000
1079,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),4,Unknown,20,2004,SRC,"Office, Shop",Commercial Zone,80.0,600.0,1st quarter 2018,Unknown,16000000
1080,Residential Land(Land and Building),Toshima Ward,Kitaotsuka,Otsuka (Tokyo),2,Unknown,155,1967,RC,"House, Office, Shop, Other",Commercial Zone,80.0,700.0,4th quarter 2017,Unknown,290000000
1081,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),6,1K,20,2005,RC,Other,Commercial Zone,80.0,600.0,4th quarter 2017,Done,19000000
1082,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),4,1LDK,50,2000,RC,Other,Commercial Zone,80.0,400.0,4th quarter 2017,Not yet,48000000
1083,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),4,1DK,40,2000,RC,House,Commercial Zone,80.0,400.0,4th quarter 2017,Not yet,34000000
1084,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,1K,20,2001,SRC,Other,Commercial Zone,80.0,600.0,4th quarter 2017,Done,18000000
1085,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,1DK,20,2011,RC,Other,Commercial Zone,80.0,700.0,4th quarter 2017,Not yet,13000000
1086,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,Unknown,20,2011,RC,Other,Commercial Zone,80.0,700.0,4th quarter 2017,Not yet,22000000
1087,Residential Land(Land and Building),Toshima Ward,Kitaotsuka,Otsuka (Tokyo),6,Unknown,80,1971,W,Other,Neighborhood Commercial Zone,80.0,400.0,3rd quarter 2017,Unknown,65000000
1088,Residential Land(Land and Building),Toshima Ward,Kitaotsuka,Otsuka (Tokyo),8,Unknown,100,1988,RC,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,3rd quarter 2017,Unknown,73000000
1089,Residential Land(Land and Building),Toshima Ward,Kitaotsuka,Otsuka (Tokyo),4,Unknown,165,1989,RC,Other,Commercial Zone,80.0,400.0,3rd quarter 2017,Unknown,200000000
1090,Residential Land(Land Only),Toshima Ward,Kitaotsuka,Otsuka (Tokyo),4,Unknown,90,2002.0,Unknown,Other,Commercial Zone,80.0,400.0,3rd quarter 2017,Unknown,150000000
1091,Residential Land(Land Only),Toshima Ward,Kitaotsuka,Otsuka (Tokyo),2,Unknown,130,2002.0,Unknown,Other,Commercial Zone,80.0,600.0,3rd quarter 2017,Unknown,240000000
1092,Residential Land(Land and Building),Toshima Ward,Kitaotsuka,Otsuka (Tokyo),6,Unknown,140,2000,W,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,3rd quarter 2017,Unknown,100000000
1093,Residential Land(Land and Building),Toshima Ward,Kitaotsuka,Otsuka (Tokyo),7,Unknown,90,1993,W,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,3rd quarter 2017,Unknown,51000000
1094,Residential Land(Land Only),Toshima Ward,Kitaotsuka,Otsuka (Tokyo),8,Unknown,65,2002.0,Unknown,Other,Category I Exclusively Medium-high Residential Zone,60.0,300.0,3rd quarter 2017,Unknown,50000000
1095,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),9,2LDK,55,2006,RC,House,Neighborhood Commercial Zone,80.0,400.0,3rd quarter 2017,Done,48000000
1096,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),4,2LDK,100,2000,RC,House,Commercial Zone,80.0,400.0,3rd quarter 2017,Not yet,87000000
1097,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),7,2LDK,50,2002.0,RC,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,3rd quarter 2017,Done,42000000
1098,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),3,1K,25,1982,SRC,House,Commercial Zone,80.0,700.0,3rd quarter 2017,Done,12000000
1099,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),6,Unknown,20,2005,RC,House,Commercial Zone,80.0,600.0,3rd quarter 2017,Not yet,15000000
1100,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),3,1K,20,1998,RC,Other,Commercial Zone,80.0,400.0,3rd quarter 2017,Not yet,18000000
1101,Residential Land(Land and Building),Toshima Ward,Kitaotsuka,Otsuka (Tokyo),6,Unknown,45,1960,W,House,Commercial Zone,80.0,1000.0,2nd quarter 2017,Unknown,4500000
1102,Residential Land(Land and Building),Toshima Ward,Kitaotsuka,Otsuka (Tokyo),6,Unknown,45,2017,W,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,2nd quarter 2017,Unknown,58000000
1103,Residential Land(Land and Building),Toshima Ward,Kitaotsuka,Otsuka (Tokyo),6,Unknown,45,2017,W,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,2nd quarter 2017,Unknown,47000000
1104,Residential Land(Land Only),Toshima Ward,Kitaotsuka,Otsuka (Tokyo),4,Unknown,175,2002.0,Unknown,Other,Commercial Zone,80.0,700.0,2nd quarter 2017,Unknown,200000000
1105,Residential Land(Land and Building),Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,Unknown,130,1989,S,Housing Complex,Category I Exclusively Medium-high Residential Zone,60.0,300.0,2nd quarter 2017,Unknown,110000000
1106,Residential Land(Land Only),Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,Unknown,150,2002.0,Unknown,Other,Category I Exclusively Medium-high Residential Zone,60.0,300.0,2nd quarter 2017,Unknown,93000000
1107,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),9,2LDK,55,2006,RC,House,Neighborhood Commercial Zone,80.0,400.0,2nd quarter 2017,Not yet,41000000
1108,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,1K,20,2010,RC,Other,Commercial Zone,80.0,600.0,2nd quarter 2017,Not yet,21000000
1109,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,1K,20,2011,RC,House,Commercial Zone,80.0,700.0,2nd quarter 2017,Not yet,22000000
1110,Residential Land(Land and Building),Toshima Ward,Kitaotsuka,Otsuka (Tokyo),7,Unknown,105,1978,S,Housing Complex,Neighborhood Commercial Zone,80.0,400.0,1st quarter 2017,Unknown,40000000
1111,Residential Land(Land Only),Toshima Ward,Kitaotsuka,Otsuka (Tokyo),3,Unknown,185,2002.0,Unknown,Other,Commercial Zone,80.0,400.0,1st quarter 2017,Unknown,99000000
1112,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,2LDK,50,2002.0,RC,House,Category II Residential Zone,60.0,400.0,1st quarter 2017,Done,51000000
1113,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),4,1K,20,2005,RC,House,Category I Exclusively Medium-high Residential Zone,60.0,400.0,1st quarter 2017,Not yet,20000000
1114,"Pre-owned Condominiums, etc.",Toshima Ward,Kitaotsuka,Otsuka (Tokyo),5,1K,20,2011,RC,House,Commercial Zone,80.0,700.0,1st quarter 2017,Not yet,21000000
